# GCAM LULUCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference,date=2025-20-3T03:20:47-04:00",China,265.1484201,270.7442238,275.8070487,280.3906556,284.5316547,288.2594898,291.6022763,294.5878064,297.2451222,299.6032318,301.6887524,157.4450942,147.1074214,139.7431701,133.6157963,127.9841968,122.5838927,117.3631417,112.3523375,107.6007197,103.1522009,99.03534808,95.26423555,91.83809904,88.74706422,85.97382786,217.0127086,215.8688056,214.7778806,213.6460844,212.4533353,260.0379856,267.177075,273.686336,279.4276746,284.4047194,108.7736396,105.8009836,103.2499184,101.0089174,99.02002464,97.25081444,109.5999575,108.5172496,107.3776433,106.2089761,75.55959037,72.76066559,70.38108787,68.27426872,66.36633048,17.59079943,14.20435513,11.55301896,9.33583543,7.412085452,5.716946313,4.219196007,2.901399531,1.750717303,0.755445991,-0.096338374,-0.817053791,-1.419287199,-1.915509783,-2.317762867,-2.637390015,-2.884956165,-3.070169289,-3.201755023,-3.287618143,-3.334710693,-3.349219957,-3.336592599,-3.30154069,-3.248190767,-3.180118555,-3.100371748,-3.011586638,-2.916002847,-2.815531074,-2.711784231,-2.606110083,-2.499649014,-2.393333701,-2.28793491,-2.18408871,-2.082297258,-1.982957574,-1.886388802,-1.792820801,-1.702424277,-1.61531787,-1.531572115,-1.451218688,-1.374259045,-1.300669994,-1.230403975,-1.163400393,-1.099581341,-1.038860622,-0.981143899,-0.926332952,-0.874319736,-0.824997877,-0.778261849,-0.734000002,-0.692106514,-0.652475312,-0.614998827,-0.579578586,-0.546112641,-0.514505482,-0.484663606,-0.456497003,-0.429919138,-0.404846768,-0.381200468,-0.358903863,-0.33788428,-0.318072192,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",Colombia,-6.782163951,-4.930647274,-3.222126978,-1.678889276,-0.30553988,0.903512838,1.959493371,2.876143269,3.668177018,4.349988926,4.935200227,4.01862268,2.113174581,0.416439318,-1.076381355,-2.383533605,-3.527815051,-4.532165789,-5.417371103,-6.201791138,-6.90072409,-7.527047501,-8.09122922,-8.602059784,-9.06669012,-9.490892584,-10.74523872,-9.668687662,-8.721491339,-7.908656121,-7.221608298,23.86373159,24.29177143,24.17575649,23.77032358,23.23034365,-7.953634265,-9.917079708,-11.32546242,-12.3419763,-13.08060264,-13.6213243,-7.478210446,-5.093928727,-2.794231043,-0.674177432,-2.344071462,-0.82690355,0.543100019,1.762410122,2.837626703,-7.444765006,-7.026492203,-6.507707765,-5.952068425,-5.397507809,-4.865946644,-4.369190533,-3.91275019,-3.498195427,-3.124771359,-2.790349379,-2.492091005,-2.22683996,-1.991395275,-1.782637534,-1.59764636,-1.433723181,-1.28842411,-1.159546933,-1.045132704,-0.943448763,-0.852958688,-0.772318775,-0.700346291,-0.636007923,-0.578399208,-0.526729301,-0.480305379,-0.438525602,-0.400860628,-0.366849217,-0.336085925,-0.308216749,-0.282930124,-0.2599526,-0.239042938,-0.219989458,-0.202604325,-0.186721799,-0.172194766,-0.158892772,-0.146699551,-0.135511924,-0.12523712,-0.115792433,-0.107103985,-0.099104823,-0.091735422,-0.084941381,-0.078674073,-0.072889495,-0.067547517,-0.062611817,-0.058049512,-0.053830573,-0.049927664,-0.046315698,-0.042972062,-0.039875678,-0.037007626,-0.034350209,-0.031887469,-0.029604586,-0.027488002,-0.025525218,-0.023704771,-0.022016019,-0.020449203,-0.01899531,-0.017646059,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",EU-12,-7.908888657,-9.695749726,-11.23373804,-12.55681448,-13.69693675,-14.68266366,-15.53810779,-16.28333949,-16.93549497,-17.50842966,-18.01397926,-15.30807936,-15.95876335,-16.52608642,-17.06147387,-17.58564779,-18.10482801,-18.61886384,-19.12494927,-19.62005707,-20.10137004,-20.56661697,-21.0142051,-21.44290622,-21.8513574,-22.23505252,-23.38216682,-23.15243634,-22.93410369,-22.79742027,-22.75968325,-8.185042824,-6.540010911,-4.97163164,-3.422460532,-1.543950696,-21.73245983,-20.67740329,-19.63809252,-18.67112055,-17.79282657,-17.001024,-6.560317243,-6.166101408,-5.8509323,-5.598657546,-9.602121559,-9.287749001,-9.000519669,-8.738663276,-8.499258984,-15.06277372,-14.43879888,-13.81528742,-13.21026443,-12.62833347,-12.06909784,-11.53098361,-11.01226513,-10.51166699,-10.02824953,-9.561413243,-9.1107984,-8.676143711,-8.257309722,-7.854145148,-7.466490717,-7.094197293,-6.737033133,-6.394779058,-6.067139867,-5.753819734,-5.45447087,-5.168727818,-4.896187614,-4.636442795,-4.389090762,-4.153674688,-3.92979288,-3.716995203,-3.514838844,-3.32289838,-3.140746532,-2.967963521,-2.804135981,-2.648862931,-2.501756755,-2.362431564,-2.230524147,-2.105676991,-1.987545113,-1.87580018,-1.770122367,-1.670206074,-1.575761496,-1.486506182,-1.402172524,-1.322501544,-1.247254934,-1.176192239,-1.109095296,-1.045750209,-0.985957807,-0.929524011,-0.876269675,-0.826017674,-0.778605981,-0.733878885,-0.691689512,-0.651893968,-0.614363716,-0.578970659,-0.545595759,-0.514126414,-0.484457504,-0.456485226,-0.430114881,-0.405256222,-0.381824538,-0.35973887,-0.338922288,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",EU-15,-3.389229457,-4.989683816,-6.197609546,-7.068269452,-7.661068766,-8.030939894,-8.223988741,-8.278609151,-8.225053454,-8.086360219,-7.878854899,-20.40374266,-21.34402805,-22.12868221,-22.89855248,-23.68882304,-24.48986267,-25.27730746,-26.0239588,-26.70538997,-27.29838963,-27.77798077,-28.10695596,-28.20910961,-27.87162737,-26.09226605,-48.18117408,-43.80858675,-39.35799321,-35.18961999,-31.44307898,-36.06100598,-35.68615596,-35.71773322,-35.99858188,-36.41860181,-49.74495923,-46.18492715,-42.37999109,-38.72263417,-35.37990418,-32.40375983,25.53156073,29.15000835,32.16502099,34.78723057,11.57938345,13.50065035,15.28558686,16.82138852,18.09506562,-14.72126044,-13.88164037,-13.00863177,-12.23811248,-11.59112409,-11.04974276,-10.58709775,-10.17896697,-9.806564543,-9.456622872,-9.120365854,-8.792358087,-8.469517215,-8.150441994,-7.834663494,-7.522363652,-7.21408624,-6.910549353,-6.612498635,-6.320679555,-6.0357583,-5.758327499,-5.488869439,-5.227774057,-4.97533007,-4.731738435,-4.497124327,-4.271539964,-4.05496969,-3.84735426,-3.648571852,-3.458482058,-3.276906465,-3.103637164,-2.938440589,-2.781082295,-2.631309476,-2.488859991,-2.35346251,-2.22485362,-2.102759238,-1.986914921,-1.877054159,-1.772915117,-1.674242965,-1.580788138,-1.492307675,-1.408564846,-1.329332245,-1.25438905,-1.183523685,-1.116530501,-1.05321381,-0.993385445,-0.936866185,-0.883482702,-0.83307014,-0.785472128,-0.740538618,-0.698126362,-0.658100489,-0.6203311,-0.58469531,-0.551077433,-0.519365738,-0.489455512,-0.461247551,-0.434646882,-0.409564265,-0.38591457,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",Europe_Eastern,5.960788733,5.003553171,4.1593591,3.414077568,2.755699528,2.173479855,1.658178256,1.201685763,0.796840566,0.437443494,0.118012407,0.363539495,-3.203725995,-6.694745628,-9.952979614,-12.93068486,-15.63080362,-18.07707621,-20.29949633,-22.32773493,-24.18794373,-25.90288491,-27.49121246,-28.96807813,-30.34644563,-31.63619754,-30.94362289,-28.94143907,-26.91763217,-25.01660618,-23.28748677,-10.33428986,-7.887479753,-5.732447606,-3.828843557,-2.138827822,-1.397773045,-1.140918851,-0.953698081,-0.759705819,-0.530553482,-0.260412937,-7.363423179,-6.543136199,-5.63449952,-4.750867929,-1.025316351,0.012248416,0.915455756,1.705215942,2.400606303,-5.907453886,-5.641076795,-5.36773638,-5.107693559,-4.865827321,-4.641240151,-4.431312207,-4.23328809,-4.044918501,-3.864492459,-3.690906685,-3.523367685,-3.361438009,-3.204852981,-3.053480314,-2.907241149,-2.766121145,-2.630123035,-2.499219516,-2.373401839,-2.252633127,-2.136870676,-2.026046444,-1.920063695,-1.818830476,-1.722234188,-1.630152118,-1.542448892,-1.458987553,-1.379621442,-1.304205824,-1.232590643,-1.164622127,-1.100156163,-1.039039269,-0.981126624,-0.926273842,-0.874341469,-0.825191341,-0.778690834,-0.734711679,-0.693129231,-0.653824323,-0.61668047,-0.581588967,-0.548441782,-0.517137844,-0.487581864,-0.459679947,-0.433343773,-0.40848985,-0.385036668,-0.362909686,-0.342036832,-0.32234746,-0.303777835,-0.286265334,-0.269751484,-0.254180765,-0.239500167,-0.225659369,-0.212612636,-0.200314151,-0.1887225,-0.177796881,-0.167499842,-0.157795642,-0.148650738,-0.140033092,-0.131912706,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",Europe_Non_EU,4.447266263,3.176731547,2.076870929,1.124859243,0.299480743,-0.417804069,-1.0429381,-1.589416673,-2.068578837,-2.490038475,-2.861833878,1.705261034,1.724319242,1.718308486,1.693117337,1.654088534,1.605768916,1.55183777,1.494870437,1.436899407,1.379148324,1.322516533,1.267531957,1.214433238,1.163357545,1.114389616,11.63084115,11.61679871,11.56269296,11.48664229,11.39924157,13.30348349,13.56478632,13.84758356,14.1092899,14.33530055,31.17469471,33.58944684,35.66522569,37.4690467,39.04757433,40.43553412,12.69810948,12.4228231,12.27477282,12.16985005,10.58853954,10.39706538,10.21945725,10.0479718,9.881211728,3.479263366,2.818085716,2.279029659,1.820874526,1.423448618,1.076299812,0.77325799,0.509967239,0.282903448,0.08868661,-0.075832311,-0.213728912,-0.327938731,-0.42122847,-0.496173282,-0.555131185,-0.600260145,-0.633490565,-0.656548491,-0.670965488,-0.678094829,-0.679119154,-0.675077236,-0.666859753,-0.655249547,-0.640918262,-0.624440571,-0.606311864,-0.586948792,-0.566711766,-0.545898329,-0.524763262,-0.503517136,-0.482334797,-0.461358242,-0.440706016,-0.420473031,-0.400732055,-0.381541762,-0.362945355,-0.344973461,-0.327648537,-0.310983551,-0.294983065,-0.279647822,-0.264972696,-0.250948299,-0.237562169,-0.224800476,-0.212646078,-0.20108091,-0.190085664,-0.179639962,-0.16972352,-0.160315454,-0.151394863,-0.142941241,-0.134933557,-0.127352139,-0.120177066,-0.113388972,-0.106969497,-0.100900489,-0.095164459,-0.089744559,-0.084624748,-0.079789451,-0.075223794,-0.070913726,-0.066845576,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",European Free Trade Association,3.139108572,3.437324824,3.708022848,3.954320203,4.178999436,4.3846049,4.573276321,4.746902027,4.907062309,5.055097336,5.192199025,2.732682913,2.106653773,1.513380957,0.98754578,0.537529177,0.159777387,-0.154063438,-0.413385903,-0.627227423,-0.803529118,-0.948991225,-1.069205745,-1.168733991,-1.251272814,-1.319821595,-3.196511734,-3.314234424,-3.418422851,-3.546388745,-3.70958669,-3.178312443,-3.024581131,-2.913012464,-2.837529186,-2.791646114,-2.335475738,-2.083249228,-1.849520119,-1.631882391,-1.428168514,-1.236697964,5.853870577,6.251340921,6.60078756,6.934101383,1.7859565,1.956223334,2.146977203,2.32830414,2.49155992,-0.798064294,-0.833920845,-0.853043406,-0.866845714,-0.87831038,-0.887461828,-0.893542387,-0.8959188,-0.894212919,-0.888365111,-0.87856696,-0.86515045,-0.84854114,-0.829205637,-0.8076055,-0.784188329,-0.759370038,-0.733521651,-0.706978456,-0.680028755,-0.652920665,-0.625866377,-0.599044816,-0.572603566,-0.546664633,-0.521322194,-0.496655755,-0.472722467,-0.449567759,-0.427220743,-0.40570209,-0.385021964,-0.36518179,-0.34617819,-0.328002159,-0.310639533,-0.294073349,-0.278284411,-0.263250896,-0.248947349,-0.235350986,-0.222435396,-0.21017442,-0.198543061,-0.187514032,-0.17706167,-0.167160736,-0.157786117,-0.148913239,-0.140518384,-0.132578572,-0.125071321,-0.11797512,-0.111269291,-0.104933866,-0.098949786,-0.093298767,-0.087963203,-0.082926474,-0.078172635,-0.073686479,-0.06945343,-0.0654599,-0.06169275,-0.058139519,-0.054788373,-0.051628182,-0.048648398,-0.045838883,-0.043190073,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",India,38.74378289,38.86296808,38.95057608,39.00614774,39.03304616,39.03650403,39.02196902,38.99440912,38.95856516,38.91974771,38.88480159,23.9721288,22.12825808,20.67743871,19.5980339,18.83035439,18.30770225,17.96960695,17.76606287,17.65784301,17.61520275,17.61617873,17.64511272,17.69056104,17.74488105,17.80264695,6.725698952,5.04407886,3.631233189,2.48530878,1.575576694,-7.407725705,-7.699134016,-7.663632522,-7.505574993,-7.321525548,-2.40543638,-2.398050401,-2.543037799,-2.729746854,-2.908985568,-3.062020132,35.97264779,40.96949295,44.86326732,47.87901429,34.10705353,34.14912964,34.25203074,34.35614763,34.43968308,5.353126746,3.249540272,1.985988537,1.199813602,0.696372096,0.366614711,0.147147173,-5.75E-05,-0.098620935,-0.163693478,-0.205302138,-0.230289299,-0.243442395,-0.248178693,-0.246966789,-0.241629633,-0.233497724,-0.223555788,-0.212527899,-0.200943298,-0.189183853,-0.177522034,-0.166146778,-0.155185964,-0.144720514,-0.134797968,-0.125441059,-0.116653989,-0.108429265,-0.100750035,-0.093594308,-0.086936317,-0.08074808,-0.075001588,-0.069668334,-0.064720669,-0.060131769,-0.055876362,-0.051930379,-0.048271119,-0.044877408,-0.041729722,-0.038809633,-0.036100343,-0.033585883,-0.031251909,-0.029084901,-0.027072531,-0.025203277,-0.023466644,-0.02185285,-0.02035289,-0.018958441,-0.017661832,-0.016455975,-0.015334293,-0.014290736,-0.013319716,-0.012416003,-0.011574814,-0.010791733,-0.010062611,-0.009383649,-0.008751305,-0.008162304,-0.007613625,-0.007102417,-0.006626085,-0.006182212,-0.005768516,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",Indonesia,106.7693105,108.4987322,109.8136602,110.8144321,111.576872,112.1580184,112.6017914,112.9407564,113.1998455,113.3983635,113.5505922,126.4697669,126.3789194,125.8182489,125.152829,124.538253,124.0313694,123.6367965,123.3446794,123.1352387,122.9903573,122.8937129,122.8322076,122.794276,122.7746942,122.7669225,339.3315719,357.2138276,369.1391698,377.2835638,382.9604083,304.0490607,299.6421392,297.0480412,295.4973521,294.5529611,189.252824,177.9911622,169.3564806,162.739165,157.6632552,153.763313,44.2579618,37.2960255,33.56661849,31.55510773,24.53228982,23.57744652,23.0512629,22.75234656,22.5753941,1.354066638,0.338402167,-0.218997599,-0.523588965,-0.685935934,-0.766571719,-0.799181503,-0.802990028,-0.789233645,-0.764654579,-0.733495212,-0.698496751,-0.661489493,-0.623729573,-0.586092013,-0.549184024,-0.513424671,-0.479101846,-0.446391805,-0.41539887,-0.38616625,-0.358697941,-0.332967061,-0.30892017,-0.286494894,-0.265613837,-0.246197977,-0.228160998,-0.211421271,-0.195894045,-0.181498914,-0.168158535,-0.155799671,-0.144352112,-0.133749957,-0.123931836,-0.114840479,-0.106421221,-0.098624813,-0.091404628,-0.084718088,-0.078525021,-0.072788789,-0.067475211,-0.062552665,-0.05799225,-0.053766778,-0.049851432,-0.046223148,-0.042860591,-0.039744195,-0.036855605,-0.034178124,-0.031696145,-0.029395229,-0.027261964,-0.025284186,-0.023450441,-0.021750149,-0.020173474,-0.018711544,-0.017355736,-0.016098502,-0.014932514,-0.013851152,-0.012848222,-0.011918113,-0.011055379,-0.010255235,-0.009513083,MtC/yr
"Reference,date=2025-20-3T03:20:47-04:00",Japan,15.60219589,16.05821786,16.4313458,16.73268046,16.97341227,17.16443992,17.31507632,17.43326189,17.52539231,17.59697782,17.65192565,4.762635526,3.375723472,2.091675254,0.901687994,-0.20139799,-1.22381835,-2.17141598,-3.049694326,-3.86377652,-4.618613532,-5.318692899,-5.968338862,-6.571425641,-7.131315386,-7.650282435,-10.3216073,-11.40609766,-12.4398872,-13.43278907,-14.38997413,-12.67455015,-12.01118599,-11.36511989,-10.73823702,-10.1321277,-11.17714534,-11.62772652,-12.05959779,-12.47503148,-12.87500443,-13.25981096,-2.182059829,-0.91253356,0.2674159,1.390294194,-2.942193803,-2.308748348,-1.677053923,-1.06499987,-0.479168366,-5.795577785,-5.613647427,-5.410088924,-5.204488654,-5.002950461,-4.806495258,-4.61462218,-4.426641562,-4.242102821,-4.06081298,-3.882865143,-3.708477473,-3.537967357,-3.371664413,-3.209892167,-3.052959095,-2.901072595,-2.754442345,-2.613195552,-2.477398995,-2.347109937,-2.22230045,-2.102942732,-1.988960988,-1.880246647,-1.776690086,-1.678148083,-1.584472461,-1.495507023,-1.411087852,-1.331037979,-1.255185454,-1.183356594,-1.115379933,-1.051080242,-0.990292778,-0.932848782,-0.878588335,-0.827356499,-0.778998079,-0.733369679,-0.690328612,-0.649740537,-0.611475768,-0.575408292,-0.541421442,-0.509399562,-0.479236297,-0.450828906,-0.42407778,-0.398891431,-0.375180839,-0.352862396,-0.331857531,-0.312090766,-0.293490016,-0.275989059,-0.259523431,-0.2440348,-0.229464222,-0.215758364,-0.202868661,-0.190745091,-0.179342329,-0.168620256,-0.158536645,-0.149055094,-0.140140042,-0.131756656,-0.123873905,MtC/yr
